"job_title","salary","department_name","salary_rank","salary_percentile","dept_avg_salary","salary_diff_from_avg"
"health coach i",90317,"games","26",0.4791666666666667,"91615.122448979592","-1298.122448979592"
"employees scientist",93245,"games","25",0.5,"91615.122448979592","1629.877551020408"
"health coach i",93665,"games","24",0.5208333333333334,"91615.122448979592","2049.877551020408"
"teacher",93995,"games","23",0.5416666666666666,"91615.122448979592","2379.877551020408"
"systems administrator i",97372,"games","22",0.5625,"91615.122448979592","5756.877551020408"
"assistant manager",98339,"games","21",0.5833333333333334,"91615.122448979592","6723.877551020408"
"developer iii",102001,"games","20",0.6041666666666666,"91615.122448979592","10385.877551020408"
"account coordinator",102395,"games","19",0.625,"91615.122448979592","10779.877551020408"
"account executive",103237,"games","18",0.6458333333333334,"91615.122448979592","11621.877551020408"
"occupational therapist",106602,"games","17",0.6666666666666666,"91615.122448979592","14986.877551020408"
"vp sales",109890,"games","16",0.6875,"91615.122448979592","18274.877551020408"
"electrical engineer",110881,"games","15",0.7083333333333334,"91615.122448979592","19265.877551020408"
"account coordinator",112929,"games","14",0.7291666666666666,"91615.122448979592","21313.877551020408"
"statistician iv",113278,"games","13",0.75,"91615.122448979592","21662.877551020408"
"safety technician iv",118791,"games","12",0.7708333333333334,"91615.122448979592","27175.877551020408"
"computer systems analyst ii",120108,"games","11",0.7916666666666666,"91615.122448979592","28492.877551020408"
"chemical engineer",125847,"games","10",0.8125,"91615.122448979592","34231.877551020408"
"cost accountant",127171,"games","9",0.8333333333333334,"91615.122448979592","35555.877551020408"
"occupational therapist",134422,"games","8",0.8541666666666666,"91615.122448979592","42806.877551020408"
"recruiting manager",135001,"games","7",0.875,"91615.122448979592","43385.877551020408"
"budget/accounting analyst iii",141340,"games","6",0.8958333333333334,"91615.122448979592","49724.877551020408"
"programmer i",144073,"games","5",0.9166666666666666,"91615.122448979592","52457.877551020408"
"executive secretary",144767,"games","4",0.9375,"91615.122448979592","53151.877551020408"
"programmer analyst iii",145181,"games","3",0.9583333333333334,"91615.122448979592","53565.877551020408"
"structural analysis engineer",148986,"games","2",0.9791666666666666,"91615.122448979592","57370.877551020408"
"structural analysis engineer",149597,"games","1",1,"91615.122448979592","57981.877551020408"
"nurse",41516,"garden","49",0,"103883.755102040816","-62367.755102040816"
"vp product management",42347,"garden","48",0.020833333333333332,"103883.755102040816","-61536.755102040816"
"office assistant ii",48064,"garden","47",0.041666666666666664,"103883.755102040816","-55819.755102040816"
"research assistant iv",55002,"garden","46",0.0625,"103883.755102040816","-48881.755102040816"
"general manager",59580,"garden","45",0.08333333333333333,"103883.755102040816","-44303.755102040816"
"account coordinator",60363,"garden","44",0.10416666666666667,"103883.755102040816","-43520.755102040816"
"chemical engineer",60695,"garden","43",0.125,"103883.755102040816","-43188.755102040816"
"occupational therapist",63836,"garden","42",0.14583333333333334,"103883.755102040816","-40047.755102040816"
"senior developer",64410,"garden","41",0.16666666666666666,"103883.755102040816","-39473.755102040816"
"information systems manager",68857,"garden","40",0.1875,"103883.755102040816","-35026.755102040816"
"registered nurse",72505,"garden","39",0.20833333333333334,"103883.755102040816","-31378.755102040816"
"vp quality control",75399,"garden","38",0.22916666666666666,"103883.755102040816","-28484.755102040816"
"nuclear power engineer",78245,"garden","37",0.25,"103883.755102040816","-25638.755102040816"
"accountant ii",78433,"garden","36",0.2708333333333333,"103883.755102040816","-25450.755102040816"
"electrical engineer",79031,"garden","35",0.2916666666666667,"103883.755102040816","-24852.755102040816"
"vp quality control",79267,"garden","34",0.3125,"103883.755102040816","-24616.755102040816"
"statistician ii",86446,"garden","33",0.3333333333333333,"103883.755102040816","-17437.755102040816"
"gis technical architect",89114,"garden","32",0.3541666666666667,"103883.755102040816","-14769.755102040816"
"executive secretary",92640,"garden","31",0.375,"103883.755102040816","-11243.755102040816"
"database administrator iii",93839,"garden","30",0.3958333333333333,"103883.755102040816","-10044.755102040816"
"nurse",95542,"garden","29",0.4166666666666667,"103883.755102040816","-8341.755102040816"
"engineer iv",101855,"garden","28",0.4375,"103883.755102040816","-2028.755102040816"
"vp marketing",104671,"garden","27",0.4583333333333333,"103883.755102040816","787.244897959184"
"occupational therapist",106729,"garden","26",0.4791666666666667,"103883.755102040816","2845.244897959184"
"chemical engineer",109058,"garden","25",0.5,"103883.755102040816","5174.244897959184"
"database administrator iii",114919,"garden","24",0.5208333333333334,"103883.755102040816","11035.244897959184"
"marketing assistant",114989,"garden","23",0.5416666666666666,"103883.755102040816","11105.244897959184"
"pharmacist",115541,"garden","22",0.5625,"103883.755102040816","11657.244897959184"
"speech pathologist",119787,"garden","21",0.5833333333333334,"103883.755102040816","15903.244897959184"
"professor",120086,"garden","20",0.6041666666666666,"103883.755102040816","16202.244897959184"
"automation specialist i",122595,"garden","19",0.625,"103883.755102040816","18711.244897959184"
"systems administrator iii",124853,"garden","18",0.6458333333333334,"103883.755102040816","20969.244897959184"
"senior developer",125378,"garden","17",0.6666666666666666,"103883.755102040816","21494.244897959184"
"accountant iii",127875,"garden","16",0.6875,"103883.755102040816","23991.244897959184"
"senior developer",128562,"garden","15",0.7083333333333334,"103883.755102040816","24678.244897959184"
"human resources manager",132421,"garden","14",0.7291666666666666,"103883.755102040816","28537.244897959184"
"software consultant",134488,"garden","13",0.75,"103883.755102040816","30604.244897959184"
"database administrator i",135719,"garden","12",0.7708333333333334,"103883.755102040816","31835.244897959184"
"assistant media planner",135886,"garden","11",0.7916666666666666,"103883.755102040816","32002.244897959184"
"vp sales",137281,"garden","10",0.8125,"103883.755102040816","33397.244897959184"
"research associate",140567,"garden","9",0.8333333333333334,"103883.755102040816","36683.244897959184"
"programmer analyst iii",140688,"garden","8",0.8541666666666666,"103883.755102040816","36804.244897959184"
"community outreach specialist",141139,"garden","7",0.875,"103883.755102040816","37255.244897959184"
"librarian",142529,"garden","6",0.8958333333333334,"103883.755102040816","38645.244897959184"
"employees accountant iv",143223,"garden","5",0.9166666666666666,"103883.755102040816","39339.244897959184"
"web developer iii",143846,"garden","4",0.9375,"103883.755102040816","39962.244897959184"
"vp accounting",145575,"garden","3",0.9583333333333334,"103883.755102040816","41691.244897959184"
"recruiting manager",145692,"garden","2",0.9791666666666666,"103883.755102040816","41808.244897959184"
"senior financial analyst",149221,"garden","1",1,"103883.755102040816","45337.244897959184"
"account executive",50057,"grocery","47",0,"101959.255319148936","-51902.255319148936"
"software consultant",51792,"grocery","46",0.021739130434782608,"101959.255319148936","-50167.255319148936"
"assistant media planner",52430,"grocery","45",0.043478260869565216,"101959.255319148936","-49529.255319148936"
"senior developer",52956,"grocery","44",0.06521739130434782,"101959.255319148936","-49003.255319148936"
"social worker",56923,"grocery","43",0.08695652173913043,"101959.255319148936","-45036.255319148936"
"environmental specialist",62441,"grocery","42",0.10869565217391304,"101959.255319148936","-39518.255319148936"
"senior editor",62534,"grocery","41",0.13043478260869565,"101959.255319148936","-39425.255319148936"
"account representative i",70814,"grocery","40",0.15217391304347827,"101959.255319148936","-31145.255319148936"
"mechanical systems engineer",73565,"grocery","39",0.17391304347826086,"101959.255319148936","-28394.255319148936"
"vp marketing",75125,"grocery","38",0.1956521739130435,"101959.255319148936","-26834.255319148936"
"research nurse",78109,"grocery","37",0.21739130434782608,"101959.255319148936","-23850.255319148936"
"compensation analyst",79952,"grocery","36",0.2391304347826087,"101959.255319148936","-22007.255319148936"
"community outreach specialist",80763,"grocery","35",0.2608695652173913,"101959.255319148936","-21196.255319148936"
"nurse",82026,"grocery","34",0.2826086956521739,"101959.255319148936","-19933.255319148936"
"assistant media planner",83706,"grocery","33",0.30434782608695654,"101959.255319148936","-18253.255319148936"
"technical writer",83798,"grocery","32",0.32608695652173914,"101959.255319148936","-18161.255319148936"
"accountant ii",86207,"grocery","31",0.34782608695652173,"101959.255319148936","-15752.255319148936"
"dental hygienist",86291,"grocery","30",0.3695652173913043,"101959.255319148936","-15668.255319148936"
"librarian",88165,"grocery","29",0.391304347826087,"101959.255319148936","-13794.255319148936"
"media manager iii",88439,"grocery","28",0.41304347826086957,"101959.255319148936","-13520.255319148936"
"vp accounting",93680,"grocery","27",0.43478260869565216,"101959.255319148936","-8279.255319148936"
"registered nurse",95726,"grocery","26",0.45652173913043476,"101959.255319148936","-6233.255319148936"
"software test engineer i",96996,"grocery","25",0.4782608695652174,"101959.255319148936","-4963.255319148936"
"health coach i",97351,"grocery","24",0.5,"101959.255319148936","-4608.255319148936"
"vp quality control",100746,"grocery","23",0.5217391304347826,"101959.255319148936","-1213.255319148936"
"database administrator i",100763,"grocery","22",0.5434782608695652,"101959.255319148936","-1196.255319148936"
"business systems development analyst",101875,"grocery","21",0.5652173913043478,"101959.255319148936","-84.255319148936"
"technical writer",106994,"grocery","20",0.5869565217391305,"101959.255319148936","5034.744680851064"
"financial analyst",118834,"grocery","19",0.6086956521739131,"101959.255319148936","16874.744680851064"
"vp accounting",121836,"grocery","18",0.6304347826086957,"101959.255319148936","19876.744680851064"
"general manager",123427,"grocery","17",0.6521739130434783,"101959.255319148936","21467.744680851064"
"account representative iii",125713,"grocery","16",0.6739130434782609,"101959.255319148936","23753.744680851064"
"nurse practicioner",127268,"grocery","15",0.6956521739130435,"101959.255319148936","25308.744680851064"
"recruiting manager",127367,"grocery","14",0.717391304347826,"101959.255319148936","25407.744680851064"
"systems administrator i",127695,"grocery","13",0.7391304347826086,"101959.255319148936","25735.744680851064"
"desktop support technician",128766,"grocery","12",0.7608695652173914,"101959.255319148936","26806.744680851064"
"geological engineer",129746,"grocery","11",0.782608695652174,"101959.255319148936","27786.744680851064"
"accounting assistant iv",134114,"grocery","10",0.8043478260869565,"101959.255319148936","32154.744680851064"
"senior editor",138776,"grocery","9",0.8260869565217391,"101959.255319148936","36816.744680851064"
"engineer iv",139302,"grocery","8",0.8478260869565217,"101959.255319148936","37342.744680851064"
"office assistant iv",139796,"grocery","7",0.8695652173913043,"101959.255319148936","37836.744680851064"
"compensation analyst",142149,"grocery","6",0.8913043478260869,"101959.255319148936","40189.744680851064"
"actuary",143570,"grocery","5",0.9130434782608695,"101959.255319148936","41610.744680851064"
"senior quality engineer",144724,"grocery","4",0.9347826086956522,"101959.255319148936","42764.744680851064"
"registered nurse",144953,"grocery","3",0.9565217391304348,"101959.255319148936","42993.744680851064"
"nurse practicioner",144965,"grocery","2",0.9782608695652174,"101959.255319148936","43005.744680851064"
"product engineer",148860,"grocery","1",1,"101959.255319148936","46900.744680851064"
"quality engineer",44919,"health","46",0,"101113.934782608696","-56194.934782608696"
"gis technical architect",45486,"health","45",0.022222222222222223,"101113.934782608696","-55627.934782608696"
"senior sales associate",45534,"health","44",0.044444444444444446,"101113.934782608696","-55579.934782608696"
"biostatistician iii",50623,"health","43",0.06666666666666667,"101113.934782608696","-50490.934782608696"
"compensation analyst",52956,"health","42",0.08888888888888889,"101113.934782608696","-48157.934782608696"
"programmer iv",56465,"health","41",0.1111111111111111,"101113.934782608696","-44648.934782608696"
"software engineer iii",63702,"health","40",0.13333333333333333,"101113.934782608696","-37411.934782608696"
"software test engineer iv",66059,"health","39",0.15555555555555556,"101113.934782608696","-35054.934782608696"
"employees scientist",66180,"health","38",0.17777777777777778,"101113.934782608696","-34933.934782608696"
"director of sales",67746,"health","37",0.2,"101113.934782608696","-33367.934782608696"
"senior financial analyst",68034,"health","36",0.2222222222222222,"101113.934782608696","-33079.934782608696"
"employees scientist",68684,"health","35",0.24444444444444444,"101113.934782608696","-32429.934782608696"
"gis technical architect",72008,"health","34",0.26666666666666666,"101113.934782608696","-29105.934782608696"
"biostatistician iii",76812,"health","33",0.28888888888888886,"101113.934782608696","-24301.934782608696"
"biostatistician iv",77307,"health","32",0.3111111111111111,"101113.934782608696","-23806.934782608696"
"financial analyst",78736,"health","31",0.3333333333333333,"101113.934782608696","-22377.934782608696"
"recruiter",79980,"health","30",0.35555555555555557,"101113.934782608696","-21133.934782608696"
"vp sales",80027,"health","29",0.37777777777777777,"101113.934782608696","-21086.934782608696"
"vp product management",80245,"health","28",0.4,"101113.934782608696","-20868.934782608696"
"assistant media planner",80417,"health","27",0.4222222222222222,"101113.934782608696","-20696.934782608696"
"speech pathologist",85647,"health","26",0.4444444444444444,"101113.934782608696","-15466.934782608696"
"structural analysis engineer",104844,"health","25",0.4666666666666667,"101113.934782608696","3730.065217391304"
"data coordiator",108380,"health","24",0.4888888888888889,"101113.934782608696","7266.065217391304"
"research nurse",110366,"health","23",0.5111111111111111,"101113.934782608696","9252.065217391304"
"internal auditor",112004,"health","22",0.5333333333333333,"101113.934782608696","10890.065217391304"
"senior sales associate",114200,"health","21",0.5555555555555556,"101113.934782608696","13086.065217391304"
"social worker",115360,"health","20",0.5777777777777777,"101113.934782608696","14246.065217391304"
"chief design engineer",116894,"health","19",0.6,"101113.934782608696","15780.065217391304"
"editor",120225,"health","18",0.6222222222222222,"101113.934782608696","19111.065217391304"
"accountant iii",120800,"health","17",0.6444444444444445,"101113.934782608696","19686.065217391304"
"project manager",122130,"health","16",0.6666666666666666,"101113.934782608696","21016.065217391304"
"recruiting manager",124215,"health","15",0.6888888888888889,"101113.934782608696","23101.065217391304"
"help desk operator",131075,"health","14",0.7111111111111111,"101113.934782608696","29961.065217391304"
"account executive",131681,"health","13",0.7333333333333333,"101113.934782608696","30567.065217391304"
"web developer iv",132037,"health","12",0.7555555555555555,"101113.934782608696","30923.065217391304"
"business systems development analyst",132998,"health","11",0.7777777777777778,"101113.934782608696","31884.065217391304"
"nuclear power engineer",136790,"health","10",0.8,"101113.934782608696","35676.065217391304"
"human resources assistant i",138093,"health","9",0.8222222222222222,"101113.934782608696","36979.065217391304"
"mechanical systems engineer",138844,"health","8",0.8444444444444444,"101113.934782608696","37730.065217391304"
"executive secretary",144028,"health","7",0.8666666666666667,"101113.934782608696","42914.065217391304"
"dental hygienist",146952,"health","6",0.8888888888888888,"101113.934782608696","45838.065217391304"
"analyst programmer",147290,"health","5",0.9111111111111111,"101113.934782608696","46176.065217391304"
"sales associate",147440,"health","4",0.9333333333333333,"101113.934782608696","46326.065217391304"
"sales representative",148106,"health","3",0.9555555555555556,"101113.934782608696","46992.065217391304"
"speech pathologist",148993,"health","2",0.9777777777777777,"101113.934782608696","47879.065217391304"
"director of sales",149929,"health","1",1,"101113.934782608696","48815.065217391304"
"physical therapy assistant",43431,"home","46",0,"98975.652173913043","-55544.652173913043"
"geologist iv",43986,"home","45",0.022222222222222223,"98975.652173913043","-54989.652173913043"
"vp marketing",45270,"home","44",0.044444444444444446,"98975.652173913043","-53705.652173913043"
"automation specialist i",47450,"home","43",0.06666666666666667,"98975.652173913043","-51525.652173913043"
"engineer iii",48339,"home","42",0.08888888888888889,"98975.652173913043","-50636.652173913043"
"registered nurse",48360,"home","41",0.1111111111111111,"98975.652173913043","-50615.652173913043"
"account representative ii",49410,"home","40",0.13333333333333333,"98975.652173913043","-49565.652173913043"
"help desk technician",49667,"home","39",0.15555555555555556,"98975.652173913043","-49308.652173913043"
"operator",51782,"home","38",0.17777777777777778,"98975.652173913043","-47193.652173913043"
"administrative officer",55034,"home","37",0.2,"98975.652173913043","-43941.652173913043"
"account coordinator",66447,"home","36",0.2222222222222222,"98975.652173913043","-32528.652173913043"
"web designer ii",69454,"home","35",0.24444444444444444,"98975.652173913043","-29521.652173913043"
"accountant iv",73553,"home","34",0.26666666666666666,"98975.652173913043","-25422.652173913043"
"tax accountant",73686,"home","33",0.28888888888888886,"98975.652173913043","-25289.652173913043"
"business systems development analyst",80137,"home","32",0.3111111111111111,"98975.652173913043","-18838.652173913043"
"civil engineer",83252,"home","31",0.3333333333333333,"98975.652173913043","-15723.652173913043"
"research assistant ii",83802,"home","30",0.35555555555555557,"98975.652173913043","-15173.652173913043"
"nuclear power engineer",86046,"home","29",0.37777777777777777,"98975.652173913043","-12929.652173913043"
"clinical specialist",86070,"home","28",0.4,"98975.652173913043","-12905.652173913043"
"research associate",89503,"home","27",0.4222222222222222,"98975.652173913043","-9472.652173913043"
"executive secretary",94502,"home","26",0.4444444444444444,"98975.652173913043","-4473.652173913043"
"vp quality control",99508,"home","25",0.4666666666666667,"98975.652173913043","532.347826086957"
"accounting assistant i",103182,"home","24",0.4888888888888889,"98975.652173913043","4206.347826086957"
"clinical specialist",104224,"home","23",0.5111111111111111,"98975.652173913043","5248.347826086957"
"registered nurse",106833,"home","22",0.5333333333333333,"98975.652173913043","7857.347826086957"
"financial analyst",107240,"home","21",0.5555555555555556,"98975.652173913043","8264.347826086957"
"information systems manager",112510,"home","20",0.5777777777777777,"98975.652173913043","13534.347826086957"
"statistician iv",114970,"home","19",0.6,"98975.652173913043","15994.347826086957"
"civil engineer",115911,"home","18",0.6222222222222222,"98975.652173913043","16935.347826086957"
"web designer iii",120577,"home","17",0.6444444444444445,"98975.652173913043","21601.347826086957"
"office assistant ii",125944,"home","16",0.6666666666666666,"98975.652173913043","26968.347826086957"
"librarian",126683,"home","15",0.6888888888888889,"98975.652173913043","27707.347826086957"
"web developer iii",128748,"home","14",0.7111111111111111,"98975.652173913043","29772.347826086957"
"senior cost accountant",131479,"home","13",0.7333333333333333,"98975.652173913043","32503.347826086957"
"accountant ii",133492,"home","12",0.7555555555555555,"98975.652173913043","34516.347826086957"
"research assistant iii",135132,"home","11",0.7777777777777778,"98975.652173913043","36156.347826086957"
"operator",137594,"home","10",0.8,"98975.652173913043","38618.347826086957"
"software test engineer iv",138478,"home","9",0.8222222222222222,"98975.652173913043","39502.347826086957"
"chemical engineer",139775,"home","8",0.8444444444444444,"98975.652173913043","40799.347826086957"
"desktop support technician",141375,"home","7",0.8666666666666667,"98975.652173913043","42399.347826086957"
"software test engineer iv",142211,"home","6",0.8888888888888888,"98975.652173913043","43235.347826086957"
"quality engineer",142255,"home","5",0.9111111111111111,"98975.652173913043","43279.347826086957"
"recruiting manager",142794,"home","4",0.9333333333333333,"98975.652173913043","43818.347826086957"
"gis technical architect",142967,"home","3",0.9555555555555556,"98975.652173913043","43991.347826086957"
"internal auditor",143855,"home","2",0.9777777777777777,"98975.652173913043","44879.347826086957"
"cost accountant",145962,"home","1",1,"98975.652173913043","46986.347826086957"
"food chemist",40415,"industrial","52",0,"92734.711538461538","-52319.711538461538"
"engineer iii",44593,"industrial","51",0.0196078431372549,"92734.711538461538","-48141.711538461538"
"programmer iii",47206,"industrial","50",0.0392156862745098,"92734.711538461538","-45528.711538461538"
"vp quality control",47281,"industrial","49",0.058823529411764705,"92734.711538461538","-45453.711538461538"
"senior quality engineer",47994,"industrial","48",0.0784313725490196,"92734.711538461538","-44740.711538461538"
"nurse practicioner",48684,"industrial","47",0.09803921568627451,"92734.711538461538","-44050.711538461538"
"sales associate",49048,"industrial","46",0.11764705882352941,"92734.711538461538","-43686.711538461538"
"research nurse",49463,"industrial","45",0.13725490196078433,"92734.711538461538","-43271.711538461538"
"registered nurse",55077,"industrial","44",0.1568627450980392,"92734.711538461538","-37657.711538461538"
"analog circuit design manager",58235,"industrial","43",0.17647058823529413,"92734.711538461538","-34499.711538461538"
"community outreach specialist",58847,"industrial","42",0.19607843137254902,"92734.711538461538","-33887.711538461538"
"quality engineer",61739,"industrial","41",0.21568627450980393,"92734.711538461538","-30995.711538461538"
"research assistant iv",63929,"industrial","40",0.23529411764705882,"92734.711538461538","-28805.711538461538"
"quality engineer",68584,"industrial","39",0.2549019607843137,"92734.711538461538","-24150.711538461538"
"food chemist",69702,"industrial","38",0.27450980392156865,"92734.711538461538","-23032.711538461538"
"vp accounting",70524,"industrial","37",0.29411764705882354,"92734.711538461538","-22210.711538461538"
"environmental specialist",73668,"industrial","36",0.3137254901960784,"92734.711538461538","-19066.711538461538"
"executive secretary",78698,"industrial","35",0.3333333333333333,"92734.711538461538","-14036.711538461538"
"developer iv",79724,"industrial","34",0.35294117647058826,"92734.711538461538","-13010.711538461538"
"vp accounting",80284,"industrial","33",0.37254901960784315,"92734.711538461538","-12450.711538461538"
"health coach ii",81273,"industrial","32",0.39215686274509803,"92734.711538461538","-11461.711538461538"
"editor",83704,"industrial","31",0.4117647058823529,"92734.711538461538","-9030.711538461538"
"operator",83804,"industrial","30",0.43137254901960786,"92734.711538461538","-8930.711538461538"
"dental hygienist",90746,"industrial","29",0.45098039215686275,"92734.711538461538","-1988.711538461538"
"recruiter",90829,"industrial","28",0.47058823529411764,"92734.711538461538","-1905.711538461538"
"mechanical systems engineer",91249,"industrial","27",0.49019607843137253,"92734.711538461538","-1485.711538461538"
"cost accountant",91655,"industrial","26",0.5098039215686274,"92734.711538461538","-1079.711538461538"
"nurse",92879,"industrial","25",0.5294117647058824,"92734.711538461538","144.288461538462"
"junior executive",93712,"industrial","24",0.5490196078431373,"92734.711538461538","977.288461538462"
"geologist ii",93804,"industrial","23",0.5686274509803921,"92734.711538461538","1069.288461538462"
"financial advisor",94980,"industrial","22",0.5882352941176471,"92734.711538461538","2245.288461538462"
"food chemist",95810,"industrial","21",0.6078431372549019,"92734.711538461538","3075.288461538462"
"accountant iv",97607,"industrial","20",0.6274509803921569,"92734.711538461538","4872.288461538462"
"quality control specialist",106033,"industrial","19",0.6470588235294118,"92734.711538461538","13298.288461538462"
"financial advisor",107907,"industrial","18",0.6666666666666666,"92734.711538461538","15172.288461538462"
"compensation analyst",110411,"industrial","17",0.6862745098039216,"92734.711538461538","17676.288461538462"
"safety technician iv",110622,"industrial","16",0.7058823529411765,"92734.711538461538","17887.288461538462"
"teacher",110627,"industrial","15",0.7254901960784313,"92734.711538461538","17892.288461538462"
"editor",119471,"industrial","14",0.7450980392156863,"92734.711538461538","26736.288461538462"
"human resources assistant iii",120085,"industrial","13",0.7647058823529411,"92734.711538461538","27350.288461538462"
"environmental specialist",122272,"industrial","12",0.7843137254901961,"92734.711538461538","29537.288461538462"
"senior financial analyst",128765,"industrial","11",0.803921568627451,"92734.711538461538","36030.288461538462"
"help desk operator",131662,"industrial","10",0.8235294117647058,"92734.711538461538","38927.288461538462"
"health coach i",134813,"industrial","9",0.8431372549019608,"92734.711538461538","42078.288461538462"
"geologist iv",135993,"industrial","8",0.8627450980392157,"92734.711538461538","43258.288461538462"
"assistant professor",139060,"industrial","7",0.8823529411764706,"92734.711538461538","46325.288461538462"
"director of sales",139845,"industrial","6",0.9019607843137255,"92734.711538461538","47110.288461538462"
"software engineer iv",140996,"industrial","5",0.9215686274509803,"92734.711538461538","48261.288461538462"
"food chemist",143226,"industrial","4",0.9411764705882353,"92734.711538461538","50491.288461538462"
"vp quality control",146432,"industrial","3",0.9607843137254902,"92734.711538461538","53697.288461538462"
"internal auditor",148640,"industrial","2",0.9803921568627451,"92734.711538461538","55905.288461538462"
"vp product management",149598,"industrial","1",1,"92734.711538461538","56863.288461538462"
"environmental specialist",40194,"jewelery","47",0,"92900.851063829787","-52706.851063829787"
"graphic designer",48050,"jewelery","46",0.021739130434782608,"92900.851063829787","-44850.851063829787"
"product engineer",48840,"jewelery","45",0.043478260869565216,"92900.851063829787","-44060.851063829787"
"business systems development analyst",49113,"jewelery","44",0.06521739130434782,"92900.851063829787","-43787.851063829787"
"analyst programmer",52298,"jewelery","43",0.08695652173913043,"92900.851063829787","-40602.851063829787"
"structural engineer",54672,"jewelery","42",0.10869565217391304,"92900.851063829787","-38228.851063829787"
"research associate",54876,"jewelery","41",0.13043478260869565,"92900.851063829787","-38024.851063829787"
"executive secretary",56382,"jewelery","40",0.15217391304347827,"92900.851063829787","-36518.851063829787"
"research nurse",67186,"jewelery","39",0.17391304347826086,"92900.851063829787","-25714.851063829787"
"administrative officer",68334,"jewelery","38",0.1956521739130435,"92900.851063829787","-24566.851063829787"
"senior editor",69564,"jewelery","37",0.21739130434782608,"92900.851063829787","-23336.851063829787"
"analog circuit design manager",71663,"jewelery","36",0.2391304347826087,"92900.851063829787","-21237.851063829787"
"automation specialist iv",72001,"jewelery","35",0.2608695652173913,"92900.851063829787","-20899.851063829787"
"occupational therapist",73813,"jewelery","34",0.2826086956521739,"92900.851063829787","-19087.851063829787"
"data coordiator",75281,"jewelery","33",0.30434782608695654,"92900.851063829787","-17619.851063829787"
"legal assistant",76932,"jewelery","32",0.32608695652173914,"92900.851063829787","-15968.851063829787"
"software consultant",78052,"jewelery","31",0.34782608695652173,"92900.851063829787","-14848.851063829787"
"graphic designer",80102,"jewelery","30",0.3695652173913043,"92900.851063829787","-12798.851063829787"
"gis technical architect",80491,"jewelery","29",0.391304347826087,"92900.851063829787","-12409.851063829787"
"editor",83237,"jewelery","28",0.41304347826086957,"92900.851063829787","-9663.851063829787"
"financial analyst",85012,"jewelery","27",0.43478260869565216,"92900.851063829787","-7888.851063829787"
"compensation analyst",86373,"jewelery","26",0.45652173913043476,"92900.851063829787","-6527.851063829787"
"safety technician iv",87097,"jewelery","25",0.4782608695652174,"92900.851063829787","-5803.851063829787"
"help desk operator",88029,"jewelery","24",0.5,"92900.851063829787","-4871.851063829787"
"compensation analyst",91182,"jewelery","23",0.5217391304347826,"92900.851063829787","-1718.851063829787"
"vp accounting",91659,"jewelery","22",0.5434782608695652,"92900.851063829787","-1241.851063829787"
"actuary",91994,"jewelery","21",0.5652173913043478,"92900.851063829787","-906.851063829787"
"sales associate",95548,"jewelery","20",0.5869565217391305,"92900.851063829787","2647.148936170213"
"engineer iv",95787,"jewelery","19",0.6086956521739131,"92900.851063829787","2886.148936170213"
"web developer i",101945,"jewelery","18",0.6304347826086957,"92900.851063829787","9044.148936170213"
"sales representative",102149,"jewelery","17",0.6521739130434783,"92900.851063829787","9248.148936170213"
"senior cost accountant",102211,"jewelery","16",0.6739130434782609,"92900.851063829787","9310.148936170213"
"recruiter",105810,"jewelery","15",0.6956521739130435,"92900.851063829787","12909.148936170213"
"senior quality engineer",115085,"jewelery","14",0.717391304347826,"92900.851063829787","22184.148936170213"
"editor",115679,"jewelery","13",0.7391304347826086,"92900.851063829787","22778.148936170213"
"dental hygienist",117905,"jewelery","12",0.7608695652173914,"92900.851063829787","25004.148936170213"
"developer iii",124296,"jewelery","11",0.782608695652174,"92900.851063829787","31395.148936170213"
"senior quality engineer",125115,"jewelery","10",0.8043478260869565,"92900.851063829787","32214.148936170213"
"web designer ii",125843,"jewelery","9",0.8260869565217391,"92900.851063829787","32942.148936170213"
"employees scientist",131283,"jewelery","8",0.8478260869565217,"92900.851063829787","38382.148936170213"
"product engineer",134074,"jewelery","7",0.8695652173913043,"92900.851063829787","41173.148936170213"
"assistant professor",136917,"jewelery","6",0.8913043478260869,"92900.851063829787","44016.148936170213"
"geological engineer",138459,"jewelery","5",0.9130434782608695,"92900.851063829787","45558.148936170213"
"financial analyst",140850,"jewelery","4",0.9347826086956522,"92900.851063829787","47949.148936170213"
"cost accountant",140858,"jewelery","3",0.9565217391304348,"92900.851063829787","47957.148936170213"
"payment adjustment coordinator",145283,"jewelery","2",0.9782608695652174,"92900.851063829787","52382.148936170213"
"operator",148816,"jewelery","1",1,"92900.851063829787","55915.148936170213"
"professor",41026,"kids","46",0,"87812.217391304348","-46786.217391304348"
"geologist iv",44096,"kids","45",0.022222222222222223,"87812.217391304348","-43716.217391304348"
"registered nurse",46653,"kids","44",0.044444444444444446,"87812.217391304348","-41159.217391304348"
"tax accountant",47439,"kids","43",0.06666666666666667,"87812.217391304348","-40373.217391304348"
"compensation analyst",49457,"kids","42",0.08888888888888889,"87812.217391304348","-38355.217391304348"
"geologist iii",55726,"kids","41",0.1111111111111111,"87812.217391304348","-32086.217391304348"
"dental hygienist",57781,"kids","40",0.13333333333333333,"87812.217391304348","-30031.217391304348"
"research associate",58111,"kids","39",0.15555555555555556,"87812.217391304348","-29701.217391304348"
"senior editor",59294,"kids","38",0.17777777777777778,"87812.217391304348","-28518.217391304348"
"senior quality engineer",60396,"kids","37",0.2,"87812.217391304348","-27416.217391304348"
